keyword,cluster,page,source,business_fit,search_volume_us,cpc_usd,paid_competition,paid_competition_index,seo_kd,metric_status,screening_status
am i in a relationship or a situationship,backlog-backlog-situationship,/situationship-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: am i in a situationship a,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
does my ex miss me after no contact,backlog-backlog-ex,/ex-text-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: does my ex miss me a,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
relationship questions website,conversation,TBD,Google autocomplete: relationship questions w,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
he's acting weird meaning,distance,TBD,Google autocomplete: he is acting different,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
healthy love signs,patterns,TBD,Google autocomplete: healthy relationship signs,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
signs a relation is over,breakup,TBD,Google autocomplete: signs a relationship is over,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
emotional attraction women,textmeaning,TBD,Google autocomplete: emotional attraction w,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
ghosting after 3 months of dating,backlog-ghosting,TBD,unqueried backlog; Google autocomplete: ghosting after months of dating,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
texting in a casual relationship,backlog-texting,TBD,unqueried backlog; Google autocomplete: texting in a relationship,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
huge red flags in men,backlog-signals,TBD,unqueried backlog; Google autocomplete: red flags in men h,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
asking chatgpt relationship advice,backlog-tools,TBD,unqueried backlog; Google autocomplete: chatgpt relationship advice a,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
why is he's ignoring my texts after a fight,backlog-backlog-mixed,/mixed-signals-text-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: why does he ignore my texts,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
am i in a situationship with my ex,backlog-backlog-situationship,/situationship-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: am i in a situationship,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
should i text him first after break up,backlog-backlog-initiation,/tools/who-texts-first,unqueried backlog; unqueried first-round backlog; Google autocomplete: should i text him first a,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
he's distant with me,distance,TBD,Google autocomplete: he is distant w,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
signs a relationship is healthy,breakup,TBD,Google autocomplete: signs a relationship is over h,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
emotional attraction word,textmeaning,TBD,Google autocomplete: emotional attraction w,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
how to end a talking stage with someone,backlog-talking-stage,TBD,unqueried backlog; Google autocomplete: how to end a talking stage,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
ghosting after 6 months of dating,backlog-ghosting,TBD,unqueried backlog; Google autocomplete: ghosting after months of dating,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
husband hot and cold behavior,backlog-signals,TBD,unqueried backlog; Google autocomplete: hot and cold behavior h,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
long distance relationship how much communication,backlog-long-distance,TBD,unqueried backlog; Google autocomplete: long distance relationship communication h,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
why does he ignore my texts but watches my stories,backlog-backlog-mixed,/mixed-signals-text-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: why does he ignore my texts w,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
am i in a situationship with my friend,backlog-backlog-situationship,/situationship-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: am i in a situationship,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
should i text him first after hanging out,backlog-backlog-initiation,/tools/who-texts-first,unqueried backlog; unqueried first-round backlog; Google autocomplete: should i text him first a,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
is he worth it meaning,interest,TBD,Google autocomplete: is he worth it,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
hinge left on delivered,distance,TBD,Google autocomplete: left on delivered h,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
human relationship needs,patterns,TBD,Google autocomplete: relationship needs h,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
signs a relationship is working,breakup,TBD,Google autocomplete: signs a relationship is over w,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
emotional bond signs,textmeaning,TBD,Google autocomplete: emotional connection signs,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
ghosting after a good first date,backlog-ghosting,TBD,unqueried backlog; Google autocomplete: ghosting after a good date,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
love bombing a sign of,backlog-signals,TBD,unqueried backlog; Google autocomplete: love bombing signs a,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
chatgpt relationship advice bad,backlog-tools,TBD,unqueried backlog; Google autocomplete: chatgpt relationship advice,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
why is he suddenly texting me less,backlog-backlog-losing,/is-he-losing-interest,unqueried backlog; unqueried first-round backlog; Google autocomplete: why is he texting less,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
how to ask where is this relationship going,backlog-backlog-situationship,/situationship-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: where is this relationship going,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
casual relationship word,dating,TBD,Google autocomplete: casual relationship w,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
signs a relationship is wrong,breakup,TBD,Google autocomplete: signs a relationship is over w,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
emotional connection activities,textmeaning,TBD,Google autocomplete: emotional attraction a,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
how to end the talking stage with someone,backlog-talking-stage,TBD,unqueried backlog; Google autocomplete: how to end a talking stage a,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
ghosting after a great first date,backlog-ghosting,TBD,unqueried backlog; Google autocomplete: ghosting after first date a,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
flirting over text before first date,backlog-interest,TBD,unqueried backlog; Google autocomplete: flirting over text,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
emotional intimacy how to,backlog-effort,TBD,unqueried backlog; Google autocomplete: emotional intimacy h,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
ex wants to meet up for coffee,backlog-ex,TBD,unqueried backlog; Google autocomplete: ex wants to meet up,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
long distance relationship questions and answers,backlog-long-distance,TBD,unqueried backlog; Google autocomplete: long distance relationship questions a,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
chatgpt relationship advice free,backlog-tools,TBD,unqueried backlog; Google autocomplete: chatgpt relationship advice,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
inconsistent with communication,patterns,TBD,Google autocomplete: inconsistent communication w,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
ghosting after a month of dating,backlog-ghosting,TBD,unqueried backlog; Google autocomplete: ghosting after months of dating a,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
flirting over text to a girl,backlog-interest,TBD,unqueried backlog; Google autocomplete: flirting over text a,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
how to respond to an ex apologizing,backlog-ex,TBD,unqueried backlog; Google autocomplete: how to respond to an ex a,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
chatgpt text analysis free,backlog-tools,TBD,unqueried backlog; Google autocomplete: chatgpt text analysis,95,,,,,not queried,unavailable (not zero),无量数据，不能当作零
why is he texting me less now,backlog-backlog-losing,/is-he-losing-interest,unqueried backlog; unqueried first-round backlog; Google autocomplete: why is he texting less,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
ex just wants to be friends with benefits,backlog-backlog-ex,/ex-text-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: ex wants to be friends w,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
dating communication app,dating,TBD,Google autocomplete: dating communication,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
left on read again,distance,TBD,Google autocomplete: left on read a,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
ghosting someone after a first date,backlog-ghosting,TBD,unqueried backlog; Google autocomplete: ghosting after first date a,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
flirting over text to a guy,backlog-interest,TBD,unqueried backlog; Google autocomplete: flirting over text a,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
conversation analysis ai free,backlog-tools,TBD,unqueried backlog; Google autocomplete: conversation analysis ai,95,,,,,not queried,unavailable (not zero),无量数据，不能当作零
what to say when being ignored,responses,TBD,Google autocomplete: what to say when someone ignores you w,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
need relationship woman,patterns,TBD,Google autocomplete: relationship needs w,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
flirting examples words,textmeaning,TBD,Google autocomplete: flirting examples w,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
how long does the talking stage last on average,backlog-talking-stage,TBD,unqueried backlog; Google autocomplete: how long should the talking stage last a,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
flirting over text with a girl,backlog-interest,TBD,unqueried backlog; Google autocomplete: flirting over text,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
conversation analysis and ai,backlog-tools,TBD,unqueried backlog; Google autocomplete: conversation analysis ai a,95,,,,,not queried,unavailable (not zero),无量数据，不能当作零
ex reached out to ask how i am,backlog-backlog-ex,/ex-text-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: ex reaching out h,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
what to do if i always text first,backlog-backlog-initiation,/tools/who-texts-first,unqueried backlog; unqueried first-round backlog; Google autocomplete: i always text first w,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
dating communication styles,dating,TBD,Google autocomplete: dating communication,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
left on read hinge,distance,TBD,Google autocomplete: left on read h,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
how to end a hinge relationship,breakup,TBD,Google autocomplete: how to end a relationship h,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
flirting hand signs,textmeaning,TBD,Google autocomplete: flirting signs h,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
he came back then ghosted me,backlog-ghosting,TBD,unqueried backlog; Google autocomplete: he came back after ghosting,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
what makes a bad texter,backlog-texting,TBD,unqueried backlog; Google autocomplete: bad texter or not interested h,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
love bombing and gaslighting examples,backlog-signals,TBD,unqueried backlog; Google autocomplete: love bombing examples a,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
crush calculator text analysis,backlog-tools,TBD,unqueried backlog; Google autocomplete: crush calculator a,95,,,,,not queried,unavailable (not zero),无量数据，不能当作零
ex reaches out while i'm seeing someone else,backlog-backlog-ex,/ex-text-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: ex reaching out w,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
when should i text him after first date,backlog-backlog-initiation,/tools/who-texts-first,unqueried backlog; unqueried first-round backlog; Google autocomplete: should i text him first w,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
signs of a mutual attraction,interest,TBD,Google autocomplete: signs of mutual attraction a,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
dating exclusive app,dating,TBD,Google autocomplete: dating exclusively a,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
left on read hours,distance,TBD,Google autocomplete: left on read h,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
how to respond to a ghosting,backlog-ghosting,TBD,unqueried backlog; Google autocomplete: how to respond to ghosting a,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
flirting with a boy over text,backlog-interest,TBD,unqueried backlog; Google autocomplete: flirting over text a,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
emotionally unavailable men attractive,backlog-effort,TBD,unqueried backlog; Google autocomplete: emotionally unavailable men a,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
no contact rule will he come back,backlog-ex,TBD,unqueried backlog; Google autocomplete: no contact rule h,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
ex wants to be friends after 2 months,backlog-backlog-ex,/ex-text-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: ex wants to be friends,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
when the conversation feels one sided when texting,backlog-backlog-initiation,/tools/who-texts-first,unqueried backlog; unqueried first-round backlog; Google autocomplete: one sided texting w,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
left on read hurts,distance,TBD,Google autocomplete: left on read h,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
love bombing examples in marriage,backlog-signals,TBD,unqueried backlog; Google autocomplete: love bombing examples,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
ex wants to be friends after 2 years,backlog-backlog-ex,/ex-text-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: ex wants to be friends a,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
how to deal with high rejection sensitivity,responses,TBD,Google autocomplete: how to respond to rejection h,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
how to end a relationship healthy,breakup,TBD,Google autocomplete: how to end a relationship h,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
how to respond to ghosting text,backlog-ghosting,TBD,unqueried backlog; Google autocomplete: how to respond to ghosting,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
flirty text how are you doing,backlog-interest,TBD,unqueried backlog; Google autocomplete: flirty texts h,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
reaching out to your ex for closure,backlog-ex,TBD,unqueried backlog; Google autocomplete: ex reaching out for closure,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
imessage group chat statistics,backlog-tools,TBD,unqueried backlog; Google autocomplete: imessage chat statistics,95,,,,,not queried,unavailable (not zero),无量数据，不能当作零
am i in a situationship or friends with benefits,backlog-backlog-situationship,/situationship-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: am i in a situationship w,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
how to deal with no response text,responses,TBD,Google autocomplete: how to respond to no response,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
dating exclusively when,dating,TBD,Google autocomplete: dating exclusively w,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
left on read why,distance,TBD,Google autocomplete: left on read w,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
relationship needs hierarchy,patterns,TBD,Google autocomplete: relationship needs h,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
flirting with examples,textmeaning,TBD,Google autocomplete: flirting examples w,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
flirty text how was your day,backlog-interest,TBD,unqueried backlog; Google autocomplete: flirty texts h,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
love bombing how to know,backlog-signals,TBD,unqueried backlog; Google autocomplete: love bombing h,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
should i get back at my ex,backlog-ex,TBD,unqueried backlog; Google autocomplete: should i get back with my ex a,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
signs he is coming back after pulling away,backlog-backlog-losing,/is-he-losing-interest,unqueried backlog; unqueried first-round backlog; Google autocomplete: signs he is pulling away a,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
why do i always have to initiate conversations,backlog-backlog-initiation,/tools/who-texts-first,unqueried backlog; unqueried first-round backlog; Google autocomplete: why do i always initiate conversations,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
signs of attraction between women,interest,TBD,Google autocomplete: signs of attraction w,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
dating honeymoon stage,dating,TBD,Google autocomplete: dating stages h,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
left on sent hinge,distance,TBD,Google autocomplete: left on delivered h,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
flirting with men,textmeaning,TBD,Google autocomplete: flirting signs w,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
bad texter or not into me,backlog-texting,TBD,unqueried backlog; Google autocomplete: bad texter or not interested,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
flirty text messages after first date,backlog-interest,TBD,unqueried backlog; Google autocomplete: flirty text messages a,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
love bombing how to recognize,backlog-signals,TBD,unqueried backlog; Google autocomplete: love bombing h,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
signs he is losing interest in the relationship,backlog-backlog-losing,/is-he-losing-interest,unqueried backlog; unqueried first-round backlog; Google autocomplete: signs he is losing interest a,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
i am in a situationship what should i do,backlog-backlog-situationship,/situationship-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: am i in a situationship w,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
why do i always initiate conversation with him,backlog-backlog-initiation,/tools/who-texts-first,unqueried backlog; unqueried first-round backlog; Google autocomplete: why do i always initiate conversations,80,,,,,not queried,unavailable (not zero),无量数据，不能当作零
dating intentions bumble,dating,TBD,Google autocomplete: dating intentions,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
only texts at night,distance,TBD,Google autocomplete: he only texts at night,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
signs of attraction to someone,interest,TBD,Google autocomplete: signs of attraction,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
conversation starters with couples,conversation,TBD,Google autocomplete: conversation starters for couples w,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
how to respond to a compliment hinge,responses,TBD,Google autocomplete: how to respond to a compliment h,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
relationship needs what,patterns,TBD,Google autocomplete: relationship needs w,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
signs of attraction when talking,interest,TBD,Google autocomplete: signs of attraction w,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
she needs a space,distance,TBD,Google autocomplete: he needs space a,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
how to leave a hard relationship,breakup,TBD,Google autocomplete: how to end a relationship h,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
signs of attraction with eyes,interest,TBD,Google autocomplete: signs of attraction w,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
how to respond to a compliment wlw,responses,TBD,Google autocomplete: how to respond to a compliment w,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
relationship requires what,patterns,TBD,Google autocomplete: relationship needs w,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
signs of hidden mutual attraction,interest,TBD,Google autocomplete: signs of mutual attraction h,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
dating phases honeymoon,dating,TBD,Google autocomplete: dating stages h,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
flirty height jokes,textmeaning,TBD,Google autocomplete: flirty banter h,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
signs of highly attractive man,interest,TBD,Google autocomplete: signs of attraction h,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
how to respond to a half apology,responses,TBD,Google autocomplete: how to respond to an apology h,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
dating phases women,dating,TBD,Google autocomplete: dating stages w,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
boyfriend is distant after argument,distance,TBD,Google autocomplete: he is distant a,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
unreciprocated love word,patterns,TBD,Google autocomplete: unreciprocated love w,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
how to stop chasing after people,breakup,TBD,Google autocomplete: how to stop chasing someone a,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
flirty teasing words,textmeaning,TBD,Google autocomplete: flirty banter w,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
signs of mutual attraction wlw,interest,TBD,Google autocomplete: signs of attraction w,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
how to respond to a handsome compliment,responses,TBD,Google autocomplete: how to respond to a compliment h,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
boyfriend is distant when sick,distance,TBD,Google autocomplete: he is distant w,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
how to stop chasing after someone,breakup,TBD,Google autocomplete: how to stop chasing someone a,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
flirty with banter,textmeaning,TBD,Google autocomplete: flirty banter w,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
deep conversation starters app,conversation,TBD,Google autocomplete: deep conversation starters a,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
how to respond to a heartfelt apology,responses,TBD,Google autocomplete: how to respond to an apology h,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
how to stop chasing people's approval,breakup,TBD,Google autocomplete: how to stop chasing someone a,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
flirty witty banter,textmeaning,TBD,Google autocomplete: flirty banter w,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
deep conversation starters hinge,conversation,TBD,Google autocomplete: deep conversation starters h,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
how to respond to a heartfelt compliment,responses,TBD,Google autocomplete: how to respond to a compliment h,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
what he said about me,interest,TBD,Google autocomplete: what he thinks a,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
deep conversation starters philosophy,conversation,TBD,Google autocomplete: deep conversation starters,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
how to stop chasing women psychology,breakup,TBD,Google autocomplete: how to stop chasing someone w,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
good conversation topics hinge,conversation,TBD,Google autocomplete: deep conversation starters h,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
dating with intentions,dating,TBD,Google autocomplete: dating intentions w,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
guy texts me almost everyday,distance,TBD,Google autocomplete: he texts me everyday a,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
how to stop someone chasing you,breakup,TBD,Google autocomplete: how to stop chasing someone,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
why is he worth it,interest,TBD,Google autocomplete: is he worth it w,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
relationship questions about trust,conversation,TBD,Google autocomplete: relationship questions a,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
how to respond to a huge compliment,responses,TBD,Google autocomplete: how to respond to a compliment h,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
dating without intentions,dating,TBD,Google autocomplete: dating intentions w,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
10 healthy relationship signs,patterns,TBD,Google autocomplete: healthy relationship signs,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
how to respond to a no response,responses,TBD,Google autocomplete: how to respond to no response a,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
dating women only,dating,TBD,Google autocomplete: dating exclusively w,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
he acting weird all sudden,distance,TBD,Google autocomplete: he is acting different a,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
5 healthy relationship signs,patterns,TBD,Google autocomplete: healthy relationship signs,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
my ex texted me while drunk,breakup,TBD,Google autocomplete: my ex texted me w,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
love attraction affection,textmeaning,TBD,Google autocomplete: romantic attraction a,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
absolute relationship deal breakers,patterns,TBD,Google autocomplete: relationship deal breakers a,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
signs a relationship is almost over,breakup,TBD,Google autocomplete: signs a relationship is over a,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
love attraction hormone,textmeaning,TBD,Google autocomplete: romantic attraction h,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
exclusive and relationship,dating,TBD,Google autocomplete: exclusive relationship a,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
he gets distant when stressed,distance,TBD,Google autocomplete: he is distant w,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
how to respond to an apology acceptance,responses,TBD,Google autocomplete: how to respond to an apology a,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
exclusive dating app,dating,TBD,Google autocomplete: exclusive relationship a,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
emotional negligence in relationships,patterns,TBD,Google autocomplete: emotional neglect in relationships,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
love chemistry hormones,textmeaning,TBD,Google autocomplete: romantic chemistry h,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
does my husband find me attractive,interest,TBD,Google autocomplete: does he find me attractive h,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
he ignores me after fight,distance,TBD,Google autocomplete: he ignores me a,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
love hate chemistry,textmeaning,TBD,Google autocomplete: romantic chemistry h,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
conversation questions for a couple,conversation,TBD,Google autocomplete: conversation starters for couples a,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
how to respond to compliment about eyes,responses,TBD,Google autocomplete: how to respond to a compliment a,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
exclusive dating when,dating,TBD,Google autocomplete: exclusive relationship w,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
he ignores me after rejection,distance,TBD,Google autocomplete: he ignores me a,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
signs relationship is over for him,breakup,TBD,Google autocomplete: signs a relationship is over h,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
he ignores me all day,distance,TBD,Google autocomplete: he ignores me a,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
signs the relationship is already over,breakup,TBD,Google autocomplete: signs a relationship is over a,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
is he interested or being nice,interest,TBD,Google autocomplete: is he interested or just being nice,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
conversation starters for a couple,conversation,TBD,Google autocomplete: conversation starters for couples a,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
playful teasing definition,textmeaning,TBD,Google autocomplete: playful teasing h,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
how to respond to hey whats good,responses,TBD,Google autocomplete: how to respond to hey w,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
he is distant after fight,distance,TBD,Google autocomplete: he is distant,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
when to end a healthy relationship,breakup,TBD,Google autocomplete: when to end a relationship h,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
conversation starters for a girl,conversation,TBD,Google autocomplete: conversation starters for couples a,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
exclusive without relationship,dating,TBD,Google autocomplete: exclusive relationship w,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
how to respond to no response text,responses,TBD,Google autocomplete: how to respond to no response,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
healthy dating stages,dating,TBD,Google autocomplete: dating stages h,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
he is distant from me,distance,TBD,Google autocomplete: he is distant,85,,,,,not queried,unavailable (not zero),无量数据，不能当作零
when to end an unhealthy relationship,breakup,TBD,Google autocomplete: when to end a relationship a,75,,,,,not queried,unavailable (not zero),无量数据，不能当作零
